nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/models_fused/model_fused_v1/checkpoint_1100.pth
Epoch 1101 of 2000
Found 300 cases for training
   Iteration 1 of 100, tot loss = 4.8497419357299805, l1: 0.00010021883645094931, l2: 0.00038475534529425204
   Iteration 72 of 100, tot loss = 4.5356349216567144, l1: 0.00010028312822719777, l2: 0.00035328036018553475
   Iteration 73 of 100, tot loss = 4.503401109617051, l1: 9.956878968969e-05, l2: 0.0003507713176675256
   Iteration 74 of 100, tot loss = 4.519904748813526, l1: 9.986663698745778e-05, l2: 0.0003521238345333463
   Iteration 75 of 100, tot loss = 4.495509684880575, l1: 9.912738993686313e-05, l2: 0.000350423575049111
   Iteration 76 of 100, tot loss = 4.486776286049893, l1: 9.930996776874006e-05, l2: 0.0003493676573079459
   Iteration 77 of 100, tot loss = 4.489118300475083, l1: 9.94447460919679e-05, l2: 0.0003494670800373333
   Iteration 78 of 100, tot loss = 4.480196965046418, l1: 9.945767184641834e-05, l2: 0.0003485620208942773
   Iteration 79 of 100, tot loss = 4.468969568421569, l1: 9.935984085535017e-05, l2: 0.0003475371122476645
   Iteration 80 of 100, tot loss = 4.469839882850647, l1: 9.931373797371635e-05, l2: 0.00034767024617394783
   Iteration 81 of 100, tot loss = 4.52439382341173, l1: 0.00010030943640568121, l2: 0.0003521299415611501
   Iteration 82 of 100, tot loss = 4.537120627193916, l1: 0.000100385406900697, l2: 0.0003533266514373614
   Iteration 83 of 100, tot loss = 4.540601058178638, l1: 0.00010035972739289324, l2: 0.00035370037396906885
   Iteration 84 of 100, tot loss = 4.554455291657221, l1: 0.00010057187864731532, l2: 0.0003548736462800575
   Iteration 85 of 100, tot loss = 4.533340493370505, l1: 0.00010007004799691083, l2: 0.0003532639969147139
   Iteration 86 of 100, tot loss = 4.5183332770369775, l1: 9.991297507482624e-05, l2: 0.00035192034835724136
   Iteration 87 of 100, tot loss = 4.509249292570969, l1: 9.959631229164721e-05, l2: 0.0003513286129240985
   Iteration 88 of 100, tot loss = 4.516835396940058, l1: 9.91757357372659e-05, l2: 0.0003525078001819731
   Iteration 89 of 100, tot loss = 4.512627210509911, l1: 9.92460754174174e-05, l2: 0.0003520166417197952
   Iteration 90 of 100, tot loss = 4.502364524205526, l1: 9.885801927238289e-05, l2: 0.0003513784294126607
   Iteration 91 of 100, tot loss = 4.509082752269703, l1: 9.87609608193532e-05, l2: 0.0003521473110675208
   Iteration 92 of 100, tot loss = 4.507992526759272, l1: 9.889623201477504e-05, l2: 0.0003519030171604675
   Iteration 93 of 100, tot loss = 4.499360233224849, l1: 9.871461960394437e-05, l2: 0.00035122140025612347
   Iteration 94 of 100, tot loss = 4.490455693386971, l1: 9.865871354432262e-05, l2: 0.00035038685243133396
   Iteration 95 of 100, tot loss = 4.508766761579012, l1: 9.901018071870663e-05, l2: 0.00035186649222037215
   Iteration 96 of 100, tot loss = 4.512977545460065, l1: 9.921622980376317e-05, l2: 0.0003520815214415052
   Iteration 97 of 100, tot loss = 4.488481379046883, l1: 9.864731740534123e-05, l2: 0.0003502008173771961
   Iteration 98 of 100, tot loss = 4.509877516298878, l1: 9.888820579585534e-05, l2: 0.00035209954282380547
   Iteration 99 of 100, tot loss = 4.510873211754693, l1: 9.906065558122161e-05, l2: 0.00035202666266640235
   Iteration 100 of 100, tot loss = 4.520263824462891, l1: 9.93694876160589e-05, l2: 0.0003526568915549433

   End of epoch 1242; saving model... 

Epoch 1243 of 2000
   Iteration 1 of 100, tot loss = 6.363912105560303, l1: 0.0001503209350630641, l2: 0.0004860702611040324
   Iteration 2 of 100, tot loss = 5.7324488162994385, l1: 0.00012947530558449216, l2: 0.0004437695606611669
   Iteration 3 of 100, tot loss = 5.394083658854167, l1: 0.00012624088655381152, l2: 0.0004131674747137974
   Iteration 4 of 100, tot loss = 4.49137881398201, l1: 0.00010883389131777221, l2: 0.00034030398637696635
   Iteration 5 of 100, tot loss = 4.1192960977554325, l1: 0.00010147701905225404, l2: 0.0003104525923845358
   Iteration 6 of 100, tot loss = 4.234391947587331, l1: 9.914046737928099e-05, l2: 0.0003242987259000074
   Iteration 7 of 100, tot loss = 4.329501169068473, l1: 0.00010068518427682907, l2: 0.00033226493334430937
   Iteration 8 of 100, tot loss = 4.3857506066560745, l1: 0.00010286354927302455, l2: 0.0003357115101607633
   Iteration 9 of 100, tot loss = 4.3651010857688055, l1: 0.00010140502571529295, l2: 0.0003351050812246588
   Iteration 10 of 100, tot loss = 4.299912369251251, l1: 0.0001021327745547751, l2: 0.00032785846051410774
   Iteration 11 of 100, tot loss = 4.2085358988155015, l1: 0.00010005052403853783, l2: 0.0003208030651545745
   Iteration 12 of 100, tot loss = 4.1141475935777025, l1: 9.637070616008714e-05, l2: 0.00031504405160376336
   Iteration 13 of 100, tot loss = 4.115602062298701, l1: 9.673903864145708e-05, l2: 0.00031482116509533417
   Iteration 14 of 100, tot loss = 4.201448959963662, l1: 9.782468623598106e-05, l2: 0.00032232020800750306
   Iteration 15 of 100, tot loss = 4.291818086306254, l1: 9.77477291598916e-05, l2: 0.00033143407830114787
   Iteration 16 of 100, tot loss = 4.2470258846879005, l1: 9.719949230202474e-05, l2: 0.0003275030944678292
   Iteration 17 of 100, tot loss = 4.23131245024064, l1: 9.823784742312615e-05, l2: 0.000324893397405771
   Iteration 18 of 100, tot loss = 4.110176768567827, l1: 9.493837306864507e-05, l2: 0.0003160793037548299
   Iteration 19 of 100, tot loss = 4.055023689019053, l1: 9.470309248028666e-05, l2: 0.0003107992773661145
   Iteration 20 of 100, tot loss = 4.146757954359055, l1: 9.533354768791469e-05, l2: 0.0003193422486219788
   Iteration 21 of 100, tot loss = 4.1072287275677635, l1: 9.568929661846986e-05, l2: 0.00031503357742968506
   Iteration 22 of 100, tot loss = 4.017941523681987, l1: 9.353041274483654e-05, l2: 0.0003082637409864798
   Iteration 23 of 100, tot loss = 4.017051784888558, l1: 9.334903006674722e-05, l2: 0.00030835615009140304
   Iteration 24 of 100, tot loss = 3.983279123902321, l1: 9.371426494908519e-05, l2: 0.0003046136483438507
   Iteration 25 of 100, tot loss = 4.051012091636657, l1: 9.483658504905179e-05, l2: 0.0003102646247134544
   Iteration 26 of 100, tot loss = 4.058101557768309, l1: 9.48902144535588e-05, l2: 0.0003109199429812949
   Iteration 27 of 100, tot loss = 4.10189868344201, l1: 9.603307289243848e-05, l2: 0.0003141567967422479
   Iteration 28 of 100, tot loss = 4.0503158782209665, l1: 9.533865133042647e-05, l2: 0.000309692938182187
   Iteration 29 of 100, tot loss = 4.134021006781479, l1: 9.638710667033969e-05, l2: 0.00031701499593227394
   Iteration 30 of 100, tot loss = 4.107763532797495, l1: 9.562522827764042e-05, l2: 0.0003151511261724712
   Iteration 31 of 100, tot loss = 4.137037296448985, l1: 9.681061712927335e-05, l2: 0.0003168931131855765
   Iteration 32 of 100, tot loss = 4.10278632864356, l1: 9.624582276046567e-05, l2: 0.00031403281104758207
   Iteration 33 of 100, tot loss = 4.136228658936241, l1: 9.679060718609077e-05, l2: 0.00031683225979301795
   Iteration 34 of 100, tot loss = 4.204214667572694, l1: 9.707088632721399e-05, l2: 0.0003233505817393854
   Iteration 35 of 100, tot loss = 4.237343076297215, l1: 9.786057947037209e-05, l2: 0.0003258737296813966
   Iteration 36 of 100, tot loss = 4.157581402195825, l1: 9.61073881424252e-05, l2: 0.0003196507536308167
   Iteration 37 of 100, tot loss = 4.181848583994685, l1: 9.605975936063112e-05, l2: 0.0003221250997346549
   Iteration 38 of 100, tot loss = 4.140584368454783, l1: 9.524235993969916e-05, l2: 0.0003188160771969706
   Iteration 39 of 100, tot loss = 4.131539191955175, l1: 9.499532172459368e-05, l2: 0.00031815859778688697
   Iteration 40 of 100, tot loss = 4.162934917211532, l1: 9.557298517393065e-05, l2: 0.000320720507443184
   Iteration 41 of 100, tot loss = 4.230771547410546, l1: 9.660427957253599e-05, l2: 0.00032647287617891844
   Iteration 42 of 100, tot loss = 4.3083168268203735, l1: 9.780121079183162e-05, l2: 0.0003330304732246857
   Iteration 43 of 100, tot loss = 4.318684627843457, l1: 9.868264769888917e-05, l2: 0.0003331858166601769
   Iteration 44 of 100, tot loss = 4.323302805423737, l1: 9.849935263032835e-05, l2: 0.0003338309298586947
   Iteration 45 of 100, tot loss = 4.307752158906725, l1: 9.746977367386636e-05, l2: 0.0003333054444131752
   Iteration 46 of 100, tot loss = 4.317489660304526, l1: 9.691778003521587e-05, l2: 0.0003348311875015497
   Iteration 47 of 100, tot loss = 4.351506360033725, l1: 9.770810039357302e-05, l2: 0.00033744253612004536
   Iteration 48 of 100, tot loss = 4.340794771909714, l1: 9.78953686778065e-05, l2: 0.00033618410937682103
   Iteration 49 of 100, tot loss = 4.3251964899958395, l1: 9.777536214809219e-05, l2: 0.000334744287621496
   Iteration 50 of 100, tot loss = 4.365091552734375, l1: 9.860984704573639e-05, l2: 0.0003378993092337623
   Iteration 51 of 100, tot loss = 4.415764930201512, l1: 9.93591859108111e-05, l2: 0.0003422173076793186
   Iteration 52 of 100, tot loss = 4.444422960281372, l1: 0.00010022857266169292, l2: 0.0003442137245796263
   Iteration 53 of 100, tot loss = 4.436008399387576, l1: 9.978287932924259e-05, l2: 0.00034381796217101783
   Iteration 54 of 100, tot loss = 4.462786718651101, l1: 0.00010057367506777626, l2: 0.00034570499890294203
   Iteration 55 of 100, tot loss = 4.450759428197688, l1: 0.00010086769219593738, l2: 0.00034420825223523106
   Iteration 56 of 100, tot loss = 4.474150555474417, l1: 0.0001013947191625318, l2: 0.00034602033805900386
   Iteration 57 of 100, tot loss = 4.463118636817263, l1: 0.00010129179868830793, l2: 0.00034502006632177845
   Iteration 58 of 100, tot loss = 4.409571729857346, l1: 0.0001000709835352609, l2: 0.00034088619062897814
   Iteration 59 of 100, tot loss = 4.420563140157926, l1: 0.00010067883932467755, l2: 0.00034137747545975216
   Iteration 60 of 100, tot loss = 4.444437074661255, l1: 0.00010135272417149584, l2: 0.00034309098446101417
   Iteration 61 of 100, tot loss = 4.451344982522433, l1: 0.00010151883161895847, l2: 0.00034361566809582386
   Iteration 62 of 100, tot loss = 4.461865140545752, l1: 0.0001015023505216607, l2: 0.0003446841647899184
   Iteration 63 of 100, tot loss = 4.485631821647523, l1: 0.00010212482707824424, l2: 0.000346438355798397
   Iteration 64 of 100, tot loss = 4.477395050227642, l1: 0.00010238196051659543, l2: 0.00034535754491571424
   Iteration 65 of 100, tot loss = 4.499252678797795, l1: 0.00010233350862668326, l2: 0.0003475917596146106
   Iteration 66 of 100, tot loss = 4.508177417697328, l1: 0.00010245026654350416, l2: 0.000348367475949503
   Iteration 67 of 100, tot loss = 4.500627204553405, l1: 0.00010228598167391758, l2: 0.0003477767392873083
   Iteration 68 of 100, tot loss = 4.478633466888876, l1: 0.00010177726466388456, l2: 0.0003460860828935812
   Iteration 69 of 100, tot loss = 4.460541127384573, l1: 0.00010151030769718446, l2: 0.0003445438060621002
   Iteration 70 of 100, tot loss = 4.449105303628104, l1: 0.00010138294793640462, l2: 0.00034352758344279467
   Iteration 71 of 100, tot loss = 4.439563704208589, l1: 0.00010117674491353477, l2: 0.0003427796265230068
   Iteration 72 of 100, tot loss = 4.440434442626105, l1: 0.00010102760729245751, l2: 0.00034301583754212415
   Iteration 73 of 100, tot loss = 4.444576067467258, l1: 0.0001010097875136225, l2: 0.000343447819544315
   Iteration 74 of 100, tot loss = 4.459007843120678, l1: 0.00010106252370491888, l2: 0.00034483826124955696
   Iteration 75 of 100, tot loss = 4.457084096272786, l1: 0.00010095379232855824, l2: 0.00034475461822391175
   Iteration 76 of 100, tot loss = 4.462706509389375, l1: 0.00010110170665269067, l2: 0.0003451689455304356
   Iteration 77 of 100, tot loss = 4.493196883758941, l1: 0.0001012787740022192, l2: 0.00034804091504971534
   Iteration 78 of 100, tot loss = 4.4842898692840185, l1: 0.00010138261537716832, l2: 0.0003470463723202463
   Iteration 79 of 100, tot loss = 4.49096257475358, l1: 0.00010182173226192251, l2: 0.00034727452588459196
   Iteration 80 of 100, tot loss = 4.520185360312462, l1: 0.00010223200329164683, l2: 0.0003497865335702954
   Iteration 81 of 100, tot loss = 4.515396980591762, l1: 0.00010206361764209794, l2: 0.00034947608129400184
   Iteration 82 of 100, tot loss = 4.532179771400079, l1: 0.00010230738531035745, l2: 0.00035091059216051134
   Iteration 83 of 100, tot loss = 4.521412883896425, l1: 0.00010239349548243468, l2: 0.00034974779309887235
   Iteration 84 of 100, tot loss = 4.499367838814145, l1: 0.00010205260232829633, l2: 0.00034788418192225175
   Iteration 85 of 100, tot loss = 4.484558899262372, l1: 0.00010190020800698274, l2: 0.00034655568229294764
   Iteration 86 of 100, tot loss = 4.500333578087563, l1: 0.00010239367580906283, l2: 0.0003476396823527974
   Iteration 87 of 100, tot loss = 4.482063219465059, l1: 0.00010209927169288958, l2: 0.00034610705054432004
   Iteration 88 of 100, tot loss = 4.475173579020933, l1: 0.00010216861884063374, l2: 0.0003453487394257205
   Iteration 89 of 100, tot loss = 4.483800269244762, l1: 0.00010205915744980179, l2: 0.0003463208697130642
   Iteration 90 of 100, tot loss = 4.465346556239658, l1: 0.00010165619084242886, l2: 0.0003448784651280019
   Iteration 91 of 100, tot loss = 4.471298110354078, l1: 0.00010197845016251789, l2: 0.00034515136156607274
   Iteration 92 of 100, tot loss = 4.471798018268917, l1: 0.00010200836775608047, l2: 0.00034517143483200294
   Iteration 93 of 100, tot loss = 4.461695499317621, l1: 0.00010194895672142476, l2: 0.0003442205941668832
   Iteration 94 of 100, tot loss = 4.462533983778446, l1: 0.00010183846140360866, l2: 0.0003444149379186243
   Iteration 95 of 100, tot loss = 4.460531197096172, l1: 0.00010197291676855744, l2: 0.0003440802036876496
   Iteration 96 of 100, tot loss = 4.465883118410905, l1: 0.00010185101113317312, l2: 0.00034473730124773283
   Iteration 97 of 100, tot loss = 4.458103356902132, l1: 0.00010151376761886118, l2: 0.0003442965685984014
   Iteration 98 of 100, tot loss = 4.457526095059453, l1: 0.0001015351320588985, l2: 0.0003442174780428438
   Iteration 99 of 100, tot loss = 4.444691087260391, l1: 0.00010117312440986162, l2: 0.00034329598507023125
   Iteration 100 of 100, tot loss = 4.4702616000175475, l1: 0.0001012878611436463, l2: 0.0003457382998749381

   End of epoch 1243; saving model... 

Epoch 1244 of 2000
   Iteration 1 of 100, tot loss = 5.867300987243652, l1: 7.502282096538693e-05, l2: 0.0005117072723805904
   Iteration 2 of 100, tot loss = 5.7771241664886475, l1: 8.692145274835639e-05, l2: 0.0004907909460598603
   Iteration 3 of 100, tot loss = 4.8372171719868975, l1: 8.635772246634588e-05, l2: 0.00039736398321110755
   Iteration 4 of 100, tot loss = 4.5202441811561584, l1: 8.436376083409414e-05, l2: 0.0003676606465887744
   Iteration 5 of 100, tot loss = 4.161721801757812, l1: 7.677949906792492e-05, l2: 0.00033939267159439624
   Iteration 6 of 100, tot loss = 4.573880672454834, l1: 8.835761642937238e-05, l2: 0.0003690304438350722
   Iteration 7 of 100, tot loss = 4.534226758139474, l1: 8.98597001131358e-05, l2: 0.0003635629712204848
   Iteration 8 of 100, tot loss = 4.758744478225708, l1: 9.439509994990658e-05, l2: 0.00038147933810250834
   Iteration 9 of 100, tot loss = 4.802320215437147, l1: 9.686425376761083e-05, l2: 0.00038336776196956635
   Iteration 10 of 100, tot loss = 4.568599820137024, l1: 9.472599267610349e-05, l2: 0.00036213398416293783
   Iteration 11 of 100, tot loss = 4.423206762834028, l1: 9.38928007433953e-05, l2: 0.0003484278700356795
   Iteration 12 of 100, tot loss = 4.33523158232371, l1: 9.191596958165367e-05, l2: 0.00034160718496423215
   Iteration 13 of 100, tot loss = 4.250934545810406, l1: 9.179323051984493e-05, l2: 0.00033330022079798463
   Iteration 14 of 100, tot loss = 4.196908371789115, l1: 9.092578537612488e-05, l2: 0.0003287650490944673
   Iteration 15 of 100, tot loss = 4.064124679565429, l1: 8.791258733253926e-05, l2: 0.0003184998786309734
   Iteration 16 of 100, tot loss = 4.292246729135513, l1: 9.29852603803738e-05, l2: 0.00033623941180849215
   Iteration 17 of 100, tot loss = 4.303223413579604, l1: 9.480931604390636e-05, l2: 0.000335513024337535
   Iteration 18 of 100, tot loss = 4.382704496383667, l1: 9.528560662551576e-05, l2: 0.00034298484307429235
   Iteration 19 of 100, tot loss = 4.3361313970465405, l1: 9.507986511667504e-05, l2: 0.00033853327515412514
   Iteration 20 of 100, tot loss = 4.382780265808106, l1: 9.571916161803529e-05, l2: 0.0003425588663958479
   Iteration 21 of 100, tot loss = 4.354516971678961, l1: 9.490923063519101e-05, l2: 0.00034054246844745996
   Iteration 22 of 100, tot loss = 4.46117889881134, l1: 9.695584264012392e-05, l2: 0.00034916204921583727
   Iteration 23 of 100, tot loss = 4.4559561791627305, l1: 9.781746674612488e-05, l2: 0.00034777815365131295
   Iteration 24 of 100, tot loss = 4.463888933261235, l1: 9.847206001722952e-05, l2: 0.0003479168365932613
   Iteration 25 of 100, tot loss = 4.441903333663941, l1: 9.835494740400463e-05, l2: 0.0003458353894529864
   Iteration 26 of 100, tot loss = 4.442126961854788, l1: 9.922192363704268e-05, l2: 0.00034499077558463725
   Iteration 27 of 100, tot loss = 4.390108391090676, l1: 9.866824230239554e-05, l2: 0.00034034259981665483
   Iteration 28 of 100, tot loss = 4.41311160155705, l1: 9.867673647282313e-05, l2: 0.0003426344270077867
   Iteration 29 of 100, tot loss = 4.368590190492827, l1: 9.814853045350776e-05, l2: 0.0003387104917582574
   Iteration 30 of 100, tot loss = 4.370033915837606, l1: 9.855753160081804e-05, l2: 0.0003384458623865309
   Iteration 31 of 100, tot loss = 4.319434942737702, l1: 9.797569181236829e-05, l2: 0.00033396780500263574
   Iteration 32 of 100, tot loss = 4.356528677046299, l1: 9.889234092952393e-05, l2: 0.00033676052908049314
   Iteration 33 of 100, tot loss = 4.340848713210135, l1: 9.843367760450664e-05, l2: 0.0003356511954211094
   Iteration 34 of 100, tot loss = 4.3898988681681015, l1: 9.941381722455844e-05, l2: 0.0003395760710084099
   Iteration 35 of 100, tot loss = 4.343467930385045, l1: 9.7814629927078e-05, l2: 0.0003365321646145146
   Iteration 36 of 100, tot loss = 4.29146605067783, l1: 9.6287224854071e-05, l2: 0.0003328593819686729
   Iteration 37 of 100, tot loss = 4.298048406033902, l1: 9.710635935629693e-05, l2: 0.00033269848318997065
